Base,1,Kodai Senga,New York Mets,
Base,2,Masyn Winn,St. Louis Cardinals,RC
Base,3,Spencer Steer,Cincinnati Reds,
Base,4,Trea Turner,Philadelphia Phillies,
Base,5,Masataka Yoshida,Boston Red Sox,
Base,6,Adolis García,Texas Rangers,
Base,7,Aaron Judge,New York Yankees,
Base,8,Sandy Alcantara,Miami Marlins,
Base,9,Heston Kjerstad,Baltimore Orioles,RC
Base,10,Rafael Devers,Boston Red Sox,
Base,11,Kyle Harrison,San Francisco Giants,RC
Base,12,Luis Matos,San Francisco Giants,RC
Base,13,Ronny Mauricio,New York Mets,RC
Base,14,Zack Gelof,Oakland Athletics,RC
Base,15,Tyler Soderstrom,Oakland Athletics,RC
Base,16,Riley Greene,Detroit Tigers,
Base,17,Jasson Domínguez,New York Yankees,(RC)
Base,18,Marco Luciano,San Francisco Giants,(RC)
Base,19,Mike Trout,Los Angeles Angels,
Base,20,Junior Caminero,Tampa Bay Rays,RC
Base,21,Alexander Canario,Chicago Cubs,RC
Base,22,Elly De La Cruz,Cincinnati Reds,RC
Base,23,Carlos Correa,Minnesota Twins,
Base,24,Corey Seager,Texas Rangers,
Base,25,Corbin Carroll,Arizona Diamondbacks,
Base,26,CJ Abrams,Washington Nationals,
Base,27,Jordyn Adams,Los Angeles Angels,RC
Base,28,Curtis Mead,Tampa Bay Rays,RC
Base,29,Jordan Walker,St. Louis Cardinals,
Base,30,José Tena,Cleveland Guardians,RC
Base,31,Colton Cowser,Baltimore Orioles,(RC)
Base,32,Ronald Acuña Jr.,Atlanta Braves,
Base,33,Shohei Ohtani,Los Angeles Dodgers,
Base,34,Christian Yelich,Milwaukee Brewers,
Base,35,Fernando Tatis Jr.,San Diego Padres,
Base,36,Yoshinobu Yamamoto,Los Angeles Dodgers,RC
Base,37,Bryce Harper,Philadelphia Phillies,
Base,38,Francisco Lindor,New York Mets,
Base,39,Sal Frelick,Milwaukee Brewers,(RC)
Base,40,Mookie Betts,Los Angeles Dodgers,
Base,41,Michael Harris II,Atlanta Braves,
Base,42,Jordan Westburg,Baltimore Orioles,RC
Base,43,Freddie Freeman,Los Angeles Dodgers,
Base,44,Lawrence Butler,Oakland Athletics,RC
Base,45,Corbin Burnes,Milwaukee Brewers,
Base,46,Evan Carter,Texas Rangers,RC
Base,47,Nolan Arenado,St. Louis Cardinals,
Base,48,Justin Verlander,Houston Astros,
Base,49,Gunnar Henderson,Baltimore Orioles,
Base,50,Kris Bryant,Colorado Rockies,
Base,51,Luis Arraez,Miami Marlins,
Base,52,José Rodríguez,Chicago White Sox,RC
Base,53,Yordan Alvarez,Houston Astros,
Base,54,Matt Olson,Atlanta Braves,
Base,55,Luis Robert Jr.,Chicago White Sox,
Base,56,Clayton Kershaw,Los Angeles Dodgers,
Base,57,Owen White,Texas Rangers,RC
Base,58,Austin Riley,Atlanta Braves,
Base,59,Bobby Witt Jr.,Kansas City Royals,
Base,60,Gerrit Cole,New York Yankees,
Base,61,Henry Davis,Pittsburgh Pirates,(RC)
Base,62,Nick Gonzales,Pittsburgh Pirates,RC
Base,63,AJ Smith-Shawver,Atlanta Braves,RC
Base,64,Kyle Tucker,Houston Astros,
Base,65,José Ramírez,Cleveland Guardians,
Base,66,Gavin Williams,Cleveland Guardians,RC
Base,67,Quinn Priester,Pittsburgh Pirates,RC
Base,68,Endy Rodríguez,Pittsburgh Pirates,RC
Base,69,Jung-hoo Lee,San Francisco Giants,RC
Base,70,Andrew Abbott,Cincinnati Reds,RC
Base,71,Nick Loftin,Kansas City Royals,RC
Base,72,Pete Alonso,New York Mets,
Base,73,Jose Altuve,Houston Astros,
Base,74,Blake Snell,San Diego Padres,
Base,75,Francisco Alvarez,New York Mets,
Base,76,Anthony Volpe,New York Yankees,
Base,77,Adley Rutschman,Baltimore Orioles,
Base,78,Juan Soto,New York Yankees,
Base,79,Christian Encarnacion-Stra,Cincinnati Reds,RC
Base,80,Noelvi Marte,Cincinnati Reds,RC
Base,81,Nolan Schanuel,Los Angeles Angels,RC
Base,82,Slade Cecconi,Arizona Diamondbacks,RC
Base,83,Bo Bichette,Toronto Blue Jays,
Base,84,Ceddanne Rafaela,Boston Red Sox,RC
Base,85,Pete Crow-Armstrong,Chicago Cubs,RC
Base,86,Johan Rojas,Philadelphia Phillies,RC
Base,87,Austin Wells,New York Yankees,RC
Base,88,Alex Verdugo,New York Yankees,
Base,89,Kyle Schwarber,Philadelphia Phillies,
Base,90,Julio Rodríguez,Seattle Mariners,
Base,91,Christopher Morel,Chicago Cubs,
Base,92,Dansby Swanson,Chicago Cubs,
Base,93,Everson Pereira,New York Yankees,RC
Base,94,Manny Machado,San Diego Padres,
Base,95,Jazz Chisholm Jr.,Miami Marlins,
Base,96,Jordan Lawlar,Arizona Diamondbacks,RC
Base,97,Vladimir Guerrero Jr.,Toronto Blue Jays,
Base,98,Josh Jung,Texas Rangers,
Base,99,Max Scherzer,Texas Rangers,
Base,100,Samad Taylor,Kansas City Royals,RC
Bowman Prospects,BP-1,Ryan Clifford,New York Mets,
Bowman Prospects,BP-2,Jadher Areinamo,Milwaukee Brewers,
Bowman Prospects,BP-3,Jacob Wilson,Oakland Athletics,
Bowman Prospects,BP-4,Bryan Acuña,Minnesota Twins,
Bowman Prospects,BP-5,Jace Jung,Detroit Tigers,
Bowman Prospects,BP-6,Mac Horvath,Baltimore Orioles,
Bowman Prospects,BP-7,Derniche Valdez,Chicago Cubs,
Bowman Prospects,BP-8,Colson Montgomery,Chicago White Sox,
Bowman Prospects,BP-9,Tai Peete,Seattle Mariners,
Bowman Prospects,BP-10,Colt Emerson,Seattle Mariners,
Bowman Prospects,BP-11,Douglas Glod,Atlanta Braves,
Bowman Prospects,BP-12,Josue De Paula,Los Angeles Dodgers,
Bowman Prospects,BP-13,Cam Collier,Cincinnati Reds,
Bowman Prospects,BP-14,Allan Castro,Boston Red Sox,
Bowman Prospects,BP-15,Ryan Vanderhei,San Francisco Giants,
Bowman Prospects,BP-16,Abimelec Ortiz,Texas Rangers,
Bowman Prospects,BP-17,Justin Crawford,Philadelphia Phillies,
Bowman Prospects,BP-18,Max Wagner,Baltimore Orioles,
Bowman Prospects,BP-19,Jared Dickey,Kansas City Royals,
Bowman Prospects,BP-20,Antonio Anderson,Boston Red Sox,
Bowman Prospects,BP-21,Isaiah Drake,Atlanta Braves,
Bowman Prospects,BP-22,Roman Anthony,Boston Red Sox,
Bowman Prospects,BP-23,Dylan Crews,Washington Nationals,
Bowman Prospects,BP-24,Termarr Johnson,Pittsburgh Pirates,
Bowman Prospects,BP-25,Carlos Sanchez,Cincinnati Reds,
Bowman Prospects,BP-26,Maui Ahuna,San Francisco Giants,
Bowman Prospects,BP-27,Aidan Miller,Philadelphia Phillies,
Bowman Prospects,BP-28,Ramon Landaeta,Oakland Athletics,
Bowman Prospects,BP-29,Ralphy Velazquez,Cleveland Guardians,
Bowman Prospects,BP-30,Matt Shaw,Chicago Cubs,
Bowman Prospects,BP-31,Enrique Jimenez,Detroit Tigers,
Bowman Prospects,BP-32,Spencer Jones,New York Yankees,
Bowman Prospects,BP-33,Carson Roccaforte,Kansas City Royals,
Bowman Prospects,BP-34,Kevin Sim,Arizona Diamondbacks,
Bowman Prospects,BP-35,Gabriel Gonzalez,Seattle Mariners,
Bowman Prospects,BP-36,Brock Porter,Texas Rangers,
Bowman Prospects,BP-37,Spencer Nivens,Kansas City Royals,
Bowman Prospects,BP-38,Samuel Basallo,Baltimore Orioles,
Bowman Prospects,BP-39,Diego Benitez,Atlanta Braves,
Bowman Prospects,BP-40,Luisangel Acuña,New York Mets,
Bowman Prospects,BP-41,Jacob Gonzalez,Chicago White Sox,
Bowman Prospects,BP-42,Daniel Susac,Oakland Athletics,
Bowman Prospects,BP-43,Walker Jenkins,Minnesota Twins,
Bowman Prospects,BP-44,Marcelo Mayer,Boston Red Sox,
Bowman Prospects,BP-45,Aidan Smith,Seattle Mariners,
Bowman Prospects,BP-46,Travis Honeyman,St. Louis Cardinals,
Bowman Prospects,BP-47,Jackson Holliday,Baltimore Orioles,
Bowman Prospects,BP-48,Kyle Teel,Boston Red Sox,
Bowman Prospects,BP-49,Johanfran Garcia,Boston Red Sox,
Bowman Prospects,BP-50,Luke Adams,Milwaukee Brewers,
Bowman Prospects,BP-51,Alfredo Duno,Cincinnati Reds,
Bowman Prospects,BP-52,Yohandy Morales,Washington Nationals,
Bowman Prospects,BP-53,Enmanuel Bonilla,Toronto Blue Jays,
Bowman Prospects,BP-54,Jett Williams,New York Mets,
Bowman Prospects,BP-55,Hao-Yu Lee,Detroit Tigers,
Bowman Prospects,BP-56,Abraham Nunez,Chicago White Sox,
Bowman Prospects,BP-57,Samuel Zavala,San Diego Padres,
Bowman Prospects,BP-58,Kendall George,Los Angeles Dodgers,
Bowman Prospects,BP-59,Daiverson Gutierrez,New York Mets,
Bowman Prospects,BP-60,Druw Jones,Arizona Diamondbacks,
Bowman Prospects,BP-61,Adrian Santana,Tampa Bay Rays,
Bowman Prospects,BP-62,Brock Vradenburg,Miami Marlins,
Bowman Prospects,BP-63,Estuar Suero,Pittsburgh Pirates,
Bowman Prospects,BP-64,Wyatt Langford,Texas Rangers,
Bowman Prospects,BP-65,Carson Rucker,Detroit Tigers,
Bowman Prospects,BP-66,Luis Baez,Houston Astros,
Bowman Prospects,BP-67,Ben Williamson,Seattle Mariners,
Bowman Prospects,BP-68,Jared Serna,New York Yankees,
Bowman Prospects,BP-69,Brice Matthews,Houston Astros,
Bowman Prospects,BP-70,Roc Riggio,New York Yankees,
Bowman Prospects,BP-71,Jose Rodriguez,Minnesota Twins,
Bowman Prospects,BP-72,Elijah Green,Washington Nationals,
Bowman Prospects,BP-73,Capri Ortiz,Los Angeles Angels,
Bowman Prospects,BP-74,Max Clark,Detroit Tigers,
Bowman Prospects,BP-75,Esmil Valencia,Houston Astros,
Bowman Prospects,BP-76,Tommy Troy,Arizona Diamondbacks,
Bowman Prospects,BP-77,John Cruz,New York Yankees,
Bowman Prospects,BP-78,John Wimmer,Los Angeles Angels,
Bowman Prospects,BP-79,George Lombard Jr.,New York Yankees,
Bowman Prospects,BP-80,Tony Ruiz,Kansas City Royals,
Bowman Prospects,BP-81,Sebastian Walcott,Texas Rangers,
Bowman Prospects,BP-82,Kemp Alderman,Miami Marlins,
Bowman Prospects,BP-83,Cole Foster,San Francisco Giants,
Bowman Prospects,BP-84,Brando Mayea,New York Yankees,
Bowman Prospects,BP-85,Agustin Ramirez,New York Yankees,
Bowman Prospects,BP-86,Brock Wilken,Milwaukee Brewers,
Bowman Prospects,BP-87,Homer Bush Jr.,San Diego Padres,
Bowman Prospects,BP-88,Nazzan Zanetello,Boston Red Sox,
Bowman Prospects,BP-89,Joendry Vargas,Los Angeles Dodgers,
Bowman Prospects,BP-90,Yanquiel Fernandez,Colorado Rockies,
Bowman Prospects,BP-91,James Wood,Washington Nationals,
Bowman Prospects,BP-92,Ronny Hernandez,Chicago White Sox,
Bowman Prospects,BP-93,German Ramirez,Houston Astros,
Bowman Prospects,BP-94,Felnin Celesten,Seattle Mariners,
Bowman Prospects,BP-95,Brooks Brannon,Boston Red Sox,
Bowman Prospects,BP-96,Carson Whisenhunt,San Francisco Giants,
Bowman Prospects,BP-97,Michael Arroyo,Seattle Mariners,
Bowman Prospects,BP-98,Alberto Rios,Los Angeles Angels,
Bowman Prospects,BP-99,Brayden Taylor,Tampa Bay Rays,
Bowman Prospects,BP-100,Roderick Arias,New York Yankees,
Bowman Prospects,BP-101,Filippo Di Turi,Milwaukee Brewers,
Bowman Prospects,BP-102,Ethan Salas,San Diego Padres,
Bowman Prospects,BP-103,Enmanuel Tejeda,New York Yankees,
Bowman Prospects,BP-104,Jack Hurley,Arizona Diamondbacks,
Bowman Prospects,BP-105,Ryan Lasko,Oakland Athletics,
Bowman Prospects,BP-106,Jaron Elkins,Los Angeles Dodgers,
Bowman Prospects,BP-107,Anthony Scull,Los Angeles Angels,
Bowman Prospects,BP-108,Anthony Huezo,Houston Astros,
Bowman Prospects,BP-109,Dillon Head,San Diego Padres,
Bowman Prospects,BP-110,Lázaro Montes,Seattle Mariners,
Bowman Prospects,BP-111,J.D. Gonzalez,San Diego Padres,
Bowman Prospects,BP-112,Cole Young,Seattle Mariners,
Bowman Prospects,BP-113,TayShaun Walton,Philadelphia Phillies,
Bowman Prospects,BP-114,David Guzman,Toronto Blue Jays,
Bowman Prospects,BP-115,Josh Rivera,Chicago Cubs,
Bowman Prospects,BP-116,Jacob Burke,Chicago White Sox,
Bowman Prospects,BP-117,Blake Mitchell,Kansas City Royals,
Bowman Prospects,BP-118,Luis Guanipa,Atlanta Braves,
Bowman Prospects,BP-119,Ryan Burrowes,Chicago White Sox,
Bowman Prospects,BP-120,Carlos Silva,Minnesota Twins,
Bowman Prospects,BP-121,Felix Morrobel,Los Angeles Angels,
Bowman Prospects,BP-122,Luke Keaschall,Minnesota Twins,
Bowman Prospects,BP-123,Colin Houck,New York Mets,
Bowman Prospects,BP-124,Colton Ledbetter,Tampa Bay Rays,
Bowman Prospects,BP-125,Paul Skenes,Pittsburgh Pirates,
Bowman Prospects,BP-126,Tre' Morgan,Tampa Bay Rays,
Bowman Prospects,BP-127,Rayner Arias,San Francisco Giants,
Bowman Prospects,BP-128,Max Anderson,Detroit Tigers,
Bowman Prospects,BP-129,Byron Chourio,Minnesota Twins,
Bowman Prospects,BP-130,Sabin Ceballos,Atlanta Braves,
Bowman Prospects,BP-131,Robert Calaz,Colorado Rockies,
Bowman Prospects,BP-132,Tony Blanco Jr.,Pittsburgh Pirates,
Bowman Prospects,BP-133,Xavier Isaac,Tampa Bay Rays,
Bowman Prospects,BP-134,Bryce Eldridge,San Francisco Giants,
Bowman Prospects,BP-135,Camilo Diaz,Houston Astros,
Bowman Prospects,BP-136,Myles Naylor,Oakland Athletics,
Bowman Prospects,BP-137,Cooper Pratt,Milwaukee Brewers,
Bowman Prospects,BP-138,Mike Boeve,Milwaukee Brewers,
Bowman Prospects,BP-139,Yoeilin Cespedes,Boston Red Sox,
Bowman Prospects,BP-140,Jackson Chourio,Milwaukee Brewers,
Bowman Prospects,BP-141,Anthony Baptist,New York Mets,
Bowman Prospects,BP-142,Arjun Nimmala,Toronto Blue Jays,
Bowman Prospects,BP-143,Brooks Lee,Minnesota Twins,
Bowman Prospects,BP-144,George Wolkow,Chicago White Sox,
Bowman Prospects,BP-145,Jackson Merrill,San Diego Padres,
Bowman Prospects,BP-146,Raylin Heredia,Philadelphia Phillies,
Bowman Prospects,BP-147,Jonny Farmelo,Seattle Mariners,
Bowman Prospects,BP-148,Garret Forrester,Pittsburgh Pirates,
Bowman Prospects,BP-149,Enrique Bradfield Jr.,Baltimore Orioles,
Bowman Prospects,BP-150,Chase Davis,St. Louis Cardinals,
Bowman Chrome Prospects,BCP-1,Ryan Clifford,New York Mets,
Bowman Chrome Prospects,BCP-2,Jadher Areinamo,Milwaukee Brewers,
Bowman Chrome Prospects,BCP-3,Jacob Wilson,Oakland Athletics,
Bowman Chrome Prospects,BCP-4,Bryan Acuña,Minnesota Twins,
Bowman Chrome Prospects,BCP-5,Jace Jung,Detroit Tigers,
Bowman Chrome Prospects,BCP-6,Mac Horvath,Baltimore Orioles,
Bowman Chrome Prospects,BCP-7,Derniche Valdez,Chicago Cubs,
Bowman Chrome Prospects,BCP-8,Colson Montgomery,Chicago White Sox,
Bowman Chrome Prospects,BCP-9,Tai Peete,Seattle Mariners,
Bowman Chrome Prospects,BCP-10,Colt Emerson,Seattle Mariners,
Bowman Chrome Prospects,BCP-11,Douglas Glod,Atlanta Braves,
Bowman Chrome Prospects,BCP-12,Josue De Paula,Los Angeles Dodgers,
Bowman Chrome Prospects,BCP-13,Cam Collier,Cincinnati Reds,
Bowman Chrome Prospects,BCP-14,Allan Castro,Boston Red Sox,
Bowman Chrome Prospects,BCP-15,Ryan Vanderhei,San Francisco Giants,
Bowman Chrome Prospects,BCP-16,Abimelec Ortiz,Texas Rangers,
Bowman Chrome Prospects,BCP-17,Justin Crawford,Philadelphia Phillies,
Bowman Chrome Prospects,BCP-18,Max Wagner,Baltimore Orioles,
Bowman Chrome Prospects,BCP-19,Jared Dickey,Kansas City Royals,
Bowman Chrome Prospects,BCP-20,Antonio Anderson,Boston Red Sox,
Bowman Chrome Prospects,BCP-21,Isaiah Drake,Atlanta Braves,
Bowman Chrome Prospects,BCP-22,Roman Anthony,Boston Red Sox,
Bowman Chrome Prospects,BCP-23,Dylan Crews,Washington Nationals,
Bowman Chrome Prospects,BCP-24,Termarr Johnson,Pittsburgh Pirates,
Bowman Chrome Prospects,BCP-25,Carlos Sanchez,Cincinnati Reds,
Bowman Chrome Prospects,BCP-26,Maui Ahuna,San Francisco Giants,
Bowman Chrome Prospects,BCP-27,Aidan Miller,Philadelphia Phillies,
Bowman Chrome Prospects,BCP-28,Ramon Landaeta,Oakland Athletics,
Bowman Chrome Prospects,BCP-29,Ralphy Velazquez,Cleveland Guardians,
Bowman Chrome Prospects,BCP-30,Matt Shaw,Chicago Cubs,
Bowman Chrome Prospects,BCP-31,Enrique Jimenez,Detroit Tigers,
Bowman Chrome Prospects,BCP-32,Spencer Jones,New York Yankees,
Bowman Chrome Prospects,BCP-33,Carson Roccaforte,Kansas City Royals,
Bowman Chrome Prospects,BCP-34,Kevin Sim,Arizona Diamondbacks,
Bowman Chrome Prospects,BCP-35,Gabriel Gonzalez,Seattle Mariners,
Bowman Chrome Prospects,BCP-36,Brock Porter,Texas Rangers,
Bowman Chrome Prospects,BCP-37,Spencer Nivens,Kansas City Royals,
Bowman Chrome Prospects,BCP-38,Samuel Basallo,Baltimore Orioles,
Bowman Chrome Prospects,BCP-39,Diego Benitez,Atlanta Braves,
Bowman Chrome Prospects,BCP-40,Luisangel Acuña,New York Mets,
Bowman Chrome Prospects,BCP-41,Jacob Gonzalez,Chicago White Sox,
Bowman Chrome Prospects,BCP-42,Daniel Susac,Oakland Athletics,
Bowman Chrome Prospects,BCP-43,Walker Jenkins,Minnesota Twins,
Bowman Chrome Prospects,BCP-44,Marcelo Mayer,Boston Red Sox,
Bowman Chrome Prospects,BCP-45,Aidan Smith,Seattle Mariners,
Bowman Chrome Prospects,BCP-46,Travis Honeyman,St. Louis Cardinals,
Bowman Chrome Prospects,BCP-47,Jackson Holliday,Baltimore Orioles,
Bowman Chrome Prospects,BCP-48,Kyle Teel,Boston Red Sox,
Bowman Chrome Prospects,BCP-49,Johanfran Garcia,Boston Red Sox,
Bowman Chrome Prospects,BCP-50,Luke Adams,Milwaukee Brewers,
Bowman Chrome Prospects,BCP-51,Alfredo Duno,Cincinnati Reds,
Bowman Chrome Prospects,BCP-52,Yohandy Morales,Washington Nationals,
Bowman Chrome Prospects,BCP-53,Enmanuel Bonilla,Toronto Blue Jays,
Bowman Chrome Prospects,BCP-54,Jett Williams,New York Mets,
Bowman Chrome Prospects,BCP-55,Hao-Yu Lee,Detroit Tigers,
Bowman Chrome Prospects,BCP-56,Abraham Nunez,Chicago White Sox,
Bowman Chrome Prospects,BCP-57,Samuel Zavala,San Diego Padres,
Bowman Chrome Prospects,BCP-58,Kendall George,Los Angeles Dodgers,
Bowman Chrome Prospects,BCP-59,Daiverson Gutierrez,New York Mets,
Bowman Chrome Prospects,BCP-60,Druw Jones,Arizona Diamondbacks,
Bowman Chrome Prospects,BCP-61,Adrian Santana,Tampa Bay Rays,
Bowman Chrome Prospects,BCP-62,Brock Vradenburg,Miami Marlins,
Bowman Chrome Prospects,BCP-63,Estuar Suero,Pittsburgh Pirates,
Bowman Chrome Prospects,BCP-64,Wyatt Langford,Texas Rangers,
Bowman Chrome Prospects,BCP-65,Carson Rucker,Detroit Tigers,
Bowman Chrome Prospects,BCP-66,Luis Baez,Houston Astros,
Bowman Chrome Prospects,BCP-67,Ben Williamson,Seattle Mariners,
Bowman Chrome Prospects,BCP-68,Jared Serna,New York Yankees,
Bowman Chrome Prospects,BCP-69,Brice Matthews,Houston Astros,
Bowman Chrome Prospects,BCP-70,Roc Riggio,New York Yankees,
Bowman Chrome Prospects,BCP-71,Jose Rodriguez,Minnesota Twins,
Bowman Chrome Prospects,BCP-72,Elijah Green,Washington Nationals,
Bowman Chrome Prospects,BCP-73,Capri Ortiz,Los Angeles Angels,
Bowman Chrome Prospects,BCP-74,Max Clark,Detroit Tigers,
Bowman Chrome Prospects,BCP-75,Esmil Valencia,Houston Astros,
Bowman Chrome Prospects,BCP-76,Tommy Troy,Arizona Diamondbacks,
Bowman Chrome Prospects,BCP-77,John Cruz,New York Yankees,
Bowman Chrome Prospects,BCP-78,John Wimmer,Los Angeles Angels,
Bowman Chrome Prospects,BCP-79,George Lombard Jr.,New York Yankees,
Bowman Chrome Prospects,BCP-80,Tony Ruiz,Kansas City Royals,
Bowman Chrome Prospects,BCP-81,Sebastian Walcott,Texas Rangers,
Bowman Chrome Prospects,BCP-82,Kemp Alderman,Miami Marlins,
Bowman Chrome Prospects,BCP-83,Cole Foster,San Francisco Giants,
Bowman Chrome Prospects,BCP-84,Brando Mayea,New York Yankees,
Bowman Chrome Prospects,BCP-85,Agustin Ramirez,New York Yankees,
Bowman Chrome Prospects,BCP-86,Brock Wilken,Milwaukee Brewers,
Bowman Chrome Prospects,BCP-87,Homer Bush Jr.,San Diego Padres,
Bowman Chrome Prospects,BCP-88,Nazzan Zanetello,Boston Red Sox,
Bowman Chrome Prospects,BCP-89,Joendry Vargas,Los Angeles Dodgers,
Bowman Chrome Prospects,BCP-90,Yanquiel Fernandez,Colorado Rockies,
Bowman Chrome Prospects,BCP-91,James Wood,Washington Nationals,
Bowman Chrome Prospects,BCP-92,Ronny Hernandez,Chicago White Sox,
Bowman Chrome Prospects,BCP-93,German Ramirez,Houston Astros,
Bowman Chrome Prospects,BCP-94,Felnin Celesten,Seattle Mariners,
Bowman Chrome Prospects,BCP-95,Brooks Brannon,Boston Red Sox,
Bowman Chrome Prospects,BCP-96,Carson Whisenhunt,San Francisco Giants,
Bowman Chrome Prospects,BCP-97,Michael Arroyo,Seattle Mariners,
Bowman Chrome Prospects,BCP-98,Alberto Rios,Los Angeles Angels,
Bowman Chrome Prospects,BCP-99,Brayden Taylor,Tampa Bay Rays,
Bowman Chrome Prospects,BCP-100,Roderick Arias,New York Yankees,
Bowman Chrome Prospects,BCP-101,Filippo Di Turi,Milwaukee Brewers,
Bowman Chrome Prospects,BCP-102,Ethan Salas,San Diego Padres,
Bowman Chrome Prospects,BCP-103,Enmanuel Tejeda,New York Yankees,
Bowman Chrome Prospects,BCP-104,Jack Hurley,Arizona Diamondbacks,
Bowman Chrome Prospects,BCP-105,Ryan Lasko,Oakland Athletics,
Bowman Chrome Prospects,BCP-106,Jaron Elkins,Los Angeles Dodgers,
Bowman Chrome Prospects,BCP-107,Anthony Scull,Los Angeles Angels,
